Cancelled By,State,Station Name (LEA),Item Name,UI,Quantity,Acquisition Value,Date Requested,Reason Cancelled
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 08:09:33.000002,Requested DTID is no longer in the inventory.
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,"GRADER,ROAD,MOTORIZED",EA,1,74228,2018-07-23 08:09:33.000002,Requested DTID is no longer in the inventory.
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,66937,2018-07-03 12:40:57,Requested DTID is no longer in the inventory.
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,PASSENGER MOTOR VEHICLES,EA,1,65965,2018-07-26 16:46:41.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:38:58.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,"VAN, COMMERCIAL",EA,1,19441,2018-09-13 18:34:29.000003,Requested DTID is no longer in the inventory.
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:38:58.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,TRUCKS AND TRUCK TRACTORS,EA,1,19500,2018-08-02 09:36:04,\nSales Order #: 2107161341\nRTD Screening Code: DOD
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:38:58.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,MOUNT PLEASANT POLICE DEPT,"GRADER,ROAD,MOTORIZED",EA,1,94370,2018-07-06 15:31:54.000002,Requested DTID is no longer in the inventory.
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,VAN,EA,1,17000,2018-08-13 15:45:27,\nSales Order #: 2108124347\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,OUTBOARD MOTOR,EA,1,8000,2018-08-29 18:09:52.999998,\nSales Order #: 2109489834\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,"REPAIR KIT,INFLATABLE CRAFT",SE,2,1031,2018-08-29 18:09:52.999998,\nSales Order #: 2109488739\nRTD Screening Code: RTD2
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,"SHIPPING AND STORAGE CONTAINER,MISCELLAN",EA,17,150,2018-08-05 17:13:10.999998,\nSales Order #: 2107390548\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,"THERMAL GUARD,ABSOR",PG,5,1498,2018-08-05 17:51:32.000003,\nSales Order #: 2107391478\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,TRAILER,EA,1,10000,2018-08-13 15:53:47.999999,\nSales Order #: 2108143258\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,"CONTROL,REMOTE,FIRING DEVICE",SE,1,15539.61,2018-08-05 17:29:48.999995,\nSales Order #: 2107393291\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,VAN,EA,1,28417.53,2018-07-21 18:29:36.000004,\nSales Order #: 2106150810\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,SHIPPING AND STORAG,EA,5,248.58,2018-08-05 17:13:10.999998,\nSales Order #: 2107391488\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,VAN,EA,1,17000,2018-08-15 17:38:06.999997,\nSales Order #: 2108369907\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,VAN,EA,1,17000,2018-08-11 20:41:08.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,"MASK,RESPIRATOR",PG,2,308.67,2018-06-04 16:00:05.999999,\nSales Order #: 2102420563\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,VAN,EA,1,28417.53,2018-07-21 18:25:16,\nSales Order #: 2106151053\nRTD Screening Code: DOD
SYSTEM,TN,NASHVILLE INTL AIRPORT POLICE LEA,PICKUP,EA,1,15037,2018-06-08 15:11:15,\nSales Order #: 2102944168\nRTD Screening Code: DOD
SYSTEM,TN,PARSONS POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:33:40.000001,Requested DTID is no longer in the inventory.
SYSTEM,TN,PARSONS POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:36:35.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,PARSONS POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:35:29.999996,Requested DTID is no longer in the inventory.
SYSTEM,TN,PERRY COUNTY SHERIFF'S OFFICE,SHIPPING AND STORAG,EA,1,4765.89,2018-08-06 14:12:19.999996,\nSales Order #: 2107496713\nRTD Screening Code: DOD
SYSTEM,TN,PERRY COUNTY SHERIFF'S OFFICE,"TRUCK,CARGO",EA,1,180357,2018-08-06 14:12:19.999996,\nSales Order #: 2107496709\nRTD Screening Code: DOD
SYSTEM,TN,PICKETT COUNTY SHERIFF OFFICE,"TRUCK,CARRYALL",EA,1,30004,2018-07-10 12:37:14.000002,\nSales Order #: 2105147224\nRTD Screening Code: DOD
SYSTEM,TN,PICKETT COUNTY SHERIFF OFFICE,"GRADER,ROAD,MOTORIZED",EA,1,94370,2018-07-07 00:25:18.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,PICKETT COUNTY SHERIFF OFFICE,ALL TERRAIN VEHICLE WHEELED,EA,1,12000,2018-08-24 14:46:47.999997,Requested DTID is no longer in the inventory.
SYSTEM,TN,PICKETT COUNTY SHERIFF OFFICE,"GRADER,ROAD,MOTORIZED",EA,1,94370,2018-07-07 00:25:18.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,LIGHT SET,EA,1,14596.16,2018-07-21 10:37:10.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,LIGHT SET,EA,1,14596.16,2018-07-21 10:37:10.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,"KIT,MAINTENANCE SUPPORT",EA,2,21141,2018-09-25 14:11:52.000002,
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,25000,2018-09-28 16:31:46.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,23194.6,2018-09-10 16:08:18.000004,\nSales Order #: 2110471038\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,23194.6,2018-09-10 16:08:18.000004,\nSales Order #: 2110471060\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,23194.6,2018-09-10 16:08:18.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,23194.6,2018-09-10 16:08:18.000004,\nSales Order #: 2110471015\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,23194.6,2018-09-10 16:08:18.000004,\nSales Order #: 2110472323\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,23194.6,2018-08-06 17:44:50,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,23194.6,2018-08-06 17:44:50,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,23194.6,2018-08-06 17:44:50,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,28770,2018-09-06 07:06:42.999998,
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,SEDAN,EA,1,20345,2018-08-31 17:12:39.000004,\nSales Order #: 2109814882\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-09-06 17:34:12.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PASSENGER MOTOR VEHICLES,EA,1,18634.78,2018-08-14 17:50:18.000001,
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,VAN,EA,1,28417.53,2018-08-06 17:46:07,\nSales Order #: 2107509254\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,SEDAN,EA,1,17000,2018-08-09 16:39:18.999999,\nSales Order #: 2107866697\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-08-30 16:24:18.000003,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,VAN,EA,1,28417.53,2018-07-21 10:44:20,\nSales Order #: 2106151015\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,36640,2018-07-26 17:58:05.000001,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,36640,2018-07-26 17:58:05.000001,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,36640,2018-07-26 17:58:05.000001,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PICKUP,EA,1,36640,2018-07-26 17:58:05.000001,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PASSENGER MOTOR VEHICLES,EA,2,65965,2018-07-26 18:00:55.000002,Requested DTID is no longer in the inventory.
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,LIGHT SET,EA,1,14569.16,2018-07-21 10:37:10.999998,\nSales Order #: 2106151052\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,VAN,EA,1,28417.53,2018-07-21 10:34:03,\nSales Order #: 2106149401\nRTD Screening Code: DOD
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,SEDAN,EA,1,12553.95,2018-07-21 10:34:03,
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,VAN,EA,1,28417.53,2018-07-21 10:34:03,
SYSTEM,TN,PUTNAM COUNTY SHERIFF'S DEPT,PASSENGER MOTOR VEHICLES,EA,1,29118,2018-07-21 10:34:03,\nSales Order #: 2106149325\nRTD Screening Code: DOD
SYSTEM,TN,ROANE COUNTY SHERIFF DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:45:23.999996,Requested DTID is no longer in the inventory.
SYSTEM,TN,ROANE COUNTY SHERIFF DEPT,SHIPPING AND STORAG,EA,2,6896.49,2018-08-23 13:55:05.000002,\nSales Order #: 2109048045\nRTD Screening Code: DOD
SYSTEM,TN,ROANE COUNTY SHERIFF DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:48:56.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,ROANE COUNTY SHERIFF DEPT,SHIPPING AND STORAG,EA,5,4765.89,2018-08-23 14:00:22.999997,\nSales Order #: 2109062474\nRTD Screening Code: DOD
SYSTEM,TN,ROANE COUNTY SHERIFF DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:42:54.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,"TRACTORS, WHEELED",EA,1,10000,2018-08-22 19:45:28.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,ALL TERRAIN VEHICLE WHEELED,EA,1,12000,2018-08-24 13:02:34.000002,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 17:39:09.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,"CART, MOTORIZED",EA,1,6001,2018-08-12 12:37:53.000003,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 17:41:52,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,TRAILER,EA,1,2819,2018-09-13 13:59:17.999998,\nSales Order #: 2110696148\nRTD Screening Code: DOD
SYSTEM,TN,RUTHERFORD POLICE DEPT,"TRUCK,UTILITY",EA,1,32990,2018-08-20 14:48:08.999997,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,"TRACTOR,WHEELED,INDUSTRIAL",EA,1,23945,2018-09-14 13:06:33.000002,\nSales Order #: 2110806587\nRTD Screening Code: DOD
SYSTEM,TN,RUTHERFORD POLICE DEPT,"VAN, COMMERCIAL",EA,1,20173,2018-08-17 16:47:15.000003,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 17:36:26.000003,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,LAPTOP COMPUTER,EA,3,3541,2018-09-12 10:35:45.000004,\nSales Order #: 2110557954\nRTD Screening Code: DOD
SYSTEM,TN,RUTHERFORD POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,7583,2018-08-01 23:33:21.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,LAPTOP COMPUTER,EA,1,3541,2018-09-12 10:33:57.999997,\nSales Order #: 2110557941\nRTD Screening Code: DOD
SYSTEM,TN,RUTHERFORD POLICE DEPT,LAPTOP COMPUTER,EA,8,1277,2018-09-22 11:27:45.999997,\nSales Order #: 2111559116\nRTD Screening Code: DOD
SYSTEM,TN,RUTHERFORD POLICE DEPT,MULE,EA,1,7925,2018-07-15 15:08:26.000001,\nSales Order #: 2105532356\nRTD Screening Code: DOD
SYSTEM,TN,RUTHERFORD POLICE DEPT,"TELEVISION, PERSONAL/HOME USE",EA,2,432.16,2018-07-25 00:35:07.999996,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,"TRUCK,CARGO",EA,1,7895,2018-08-02 00:38:11,Requested DTID is no longer in the inventory.
SYSTEM,TN,RUTHERFORD POLICE DEPT,"TRUCK,STAKE",EA,1,38530,2018-08-16 13:03:43.000001,Requested DTID is no longer in the inventory.
SYSTEM,TN,SAVANNAH POLICE DEPT,TRUCKS AND TRUCK TRACTORS,EA,1,5080,2018-06-27 10:03:16.000001,\nSales Order #: 2104328428\nRTD Screening Code: DOD
SYSTEM,TN,SAVANNAH POLICE DEPT,TRAILER,EA,1,46730.68,2018-08-23 18:21:46.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,SAVANNAH POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-09-06 18:21:10.999996,Requested DTID is no longer in the inventory.
SYSTEM,TN,SAVANNAH POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-08-30 18:39:49.999997,Requested DTID is no longer in the inventory.
SYSTEM,TN,SAVANNAH POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,10700,2018-08-30 18:39:49.999997,Requested DTID is no longer in the inventory.
SYSTEM,TN,SAVANNAH POLICE DEPT,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,17791,2018-08-30 18:39:49.999997,Requested DTID is no longer in the inventory.
SYSTEM,TN,SAVANNAH POLICE DEPT,TRUCK TRACTOR,EA,1,57454,2018-08-30 18:22:47.000003,\nSales Order #: 2109652736
SYSTEM,TN,SAVANNAH POLICE DEPT,VAN,EA,1,17000,2018-08-10 17:01:48.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,SAVANNAH POLICE DEPT,TRAILER,EA,1,10000,2018-08-13 11:01:30,\nSales Order #: 2108143264\nRTD Screening Code: DOD
SYSTEM,TN,SAVANNAH POLICE DEPT,TRAILER,EA,1,4000,2018-08-13 11:01:30,\nSales Order #: 2108133788\nRTD Screening Code: DOD
SYSTEM,TN,SAVANNAH POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,4500,2018-08-16 10:17:10.999997,\nSales Order #: 2108381609\nRTD Screening Code: DOD
SYSTEM,TN,SAVANNAH POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,4500,2018-08-16 10:17:10.999997,Requested DTID is no longer in the inventory.
SYSTEM,TN,SAVANNAH POLICE DEPT,TRAILER,EA,1,9204.67,2018-08-16 09:37:15.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,SAVANNAH POLICE DEPT,TRAILER,EA,1,5895,2018-09-04 09:34:20.000001,\nSales Order #: 2109809817\nRTD Screening Code: DOD
SYSTEM,TN,SCOTTS HILL POLICE DEPT,"GRADER,ROAD,MOTORIZED",EA,1,94370,2018-07-06 15:57:07.000004,
SYSTEM,TN,SCOTTS HILL POLICE DEPT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-07-03 12:01:04.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,SCOTTS HILL POLICE DEPT,"GRADER,ROAD,MOTORIZED",EA,1,94370,2018-07-06 16:03:08,
SYSTEM,TN,SCOTTS HILL POLICE DEPT,TRAILER,EA,1,500,2018-08-07 17:05:46.999997,\nSales Order #: 2107676098\nRTD Screening Code: DOD
SYSTEM,TN,SCOTTS HILL POLICE DEPT,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,6999,2018-08-01 10:21:21.000004,
SYSTEM,TN,SCOTTS HILL POLICE DEPT,TRUCKS AND TRUCK TRACTORS,EA,1,123708,2018-08-28 10:07:24.000004,\nSales Order #: 2109324662\nRTD Screening Code: DOD
SYSTEM,TN,SCOTTS HILL POLICE DEPT,DITCHING MACHINE,EA,1,5000,2018-08-13 12:30:30.000004,\nSales Order #: 2108113382\nRTD Screening Code: DOD
SYSTEM,TN,SCOTTS HILL POLICE DEPT,TRAILER,EA,1,500,2018-08-07 17:15:14.999999,\nSales Order #: 2107687454\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,FIELD PACK,EA,6,50.48,2018-08-26 09:34:59.000002,\nSales Order #: 2109206057\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,SCREWDRIVER BIT SET AND HANDLE,EA,20,40,2018-08-26 09:34:59.000002,\nSales Order #: 2109220986\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,TRAILER,EA,1,72030,2018-08-30 16:30:28.000002,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"TOOL KIT,HOME REPAIR",KT,1,290.37,2018-07-11 15:17:23.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"MARKER,TRAFFIC",BX,1,97.19,2018-07-20 20:47:56.999996,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"STRAP,TIEDOWN,ELECT",EA,12,64.24,2018-07-29 20:52:07.999997,\nSales Order #: 2106810742\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,"MULTI-TOOL,FOLDING,POCKET",EA,5,116.71,2018-07-01 21:45:04,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"QUADCON,FREIGHT,GENERAL PURPOSE",EA,3,3801,2018-07-22 20:24:29.999998,\nSales Order #: 2106150195\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,"THERMAL GUARD,ABSOR",PG,5,1498,2018-07-15 00:24:04.000003,\nSales Order #: 2105540547\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-22 20:19:08.000003,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-22 20:19:08.000003,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-22 20:19:07.000001,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,TRAILER,EA,2,2874,2018-07-26 23:20:10.000003,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,PASSENGER MOTOR VEHICLES,EA,2,65965,2018-07-26 23:16:19.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"ENVELOPE,TRANSPARENT",HD,2,110.04,2018-07-03 10:37:01.000001,\nSales Order #: 2104734460\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,WASTE RECEPTACLE,EA,2,85.68,2018-07-02 21:11:09.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,PADLOCK,EA,31,3.46,2018-07-02 21:11:09.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"STAPLES,PAPER FASTENING,OFFICE TYPE",BX,16,1.3,2018-07-02 21:11:09.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"TOWEL,MACHINERY WIPING",PG,6,36.43,2018-07-02 21:11:09.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"DRESSING,BURN,FIRST",EA,25,17.6,2018-07-15 00:24:04.000003,\nSales Order #: 2105537798\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,LIGHT SET,EA,5,3000,2018-07-10 00:08:49.000001,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"LEASH,DOG",EA,7,48.63,2018-08-15 19:54:08.999997,\nSales Order #: 2108373944\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,SCREWDRIVER BIT SET AND HANDLE,EA,10,40,2018-08-26 18:19:06.000001,\nSales Order #: 2109220979\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,17791,2018-08-30 23:54:11.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"TARGET,SILHOUETTE",BX,4,614.26,2018-09-12 19:53:52.000002,\nSales Order #: 2110678612\nRTD Screening Code: DOD
SYSTEM,TN,SELMER POLICE DEPT,SHIPPING AND STORAG,EA,2,6567.64,2018-08-28 13:44:45.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,STEPLADDER,EA,10,115.66,2018-08-28 13:44:45.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"PACK,FIRELINE",EA,20,102.66,2018-08-28 13:44:45.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"TIE DOWN,CARGO,VEHI",PG,20,20.35,2018-08-28 13:44:45.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,FLASHLIGHT,EA,4,84.98,2018-08-30 13:34:35.999996,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-08-30 16:22:25.000001,Requested DTID is no longer in the inventory.
SYSTEM,TN,SELMER POLICE DEPT,"BOOTS,FLYERS'",PR,1,132.38,2018-08-26 09:34:59.000002,\nSales Order #: 2109224839\nRTD Screening Code: DOD
SYSTEM,TN,SPRING HILL POLICE DEPARTMENT,"ILLUMINATOR,INTEGRATED,SMALL ARMS",EA,10,1059,2018-08-06 15:42:41,Requested DTID is no longer in the inventory.
SYSTEM,TN,SPRING HILL POLICE DEPARTMENT,"ILLUMINATOR,INTEGRATED,SMALL ARMS",EA,4,838,2018-09-25 17:13:35,Requested DTID is no longer in the inventory.
SYSTEM,TN,SPRING HILL POLICE DEPARTMENT,"SIGHT,NIGHT VISION SNIPERSCOPE",EA,2,5000,2018-08-16 11:57:47.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,SPRING HILL POLICE DEPARTMENT,"GOGGLES,NIGHTVISIO",EA,5,2748,2018-07-26 12:00:40.999997,\nSales Order #: 2106911911\nRTD Screening Code: DOD
SYSTEM,TN,TN 24TH JUDICIAL DISTRICT DTF,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,43421,2018-07-23 16:54:39.999998,Requested DTID is no longer in the inventory.
SYSTEM,TN,TN 24TH JUDICIAL DISTRICT DTF,"GRADER,ROAD,MOTORIZED",EA,1,74228,2018-07-23 17:20:25.999996,Requested DTID is no longer in the inventory.
SYSTEM,TN,TN 24TH JUDICIAL DISTRICT DTF,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 15:48:18.999996,Requested DTID is no longer in the inventory.
SYSTEM,TN,TN 24TH JUDICIAL DISTRICT DTF,"TRUCK,CARRYALL",EA,1,30004,2018-08-17 16:49:35.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,TN 24TH JUDICIAL DISTRICT DTF,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 15:45:20.000002,Requested DTID is no longer in the inventory.
SYSTEM,TN,TN 24TH JUDICIAL DISTRICT DTF,"UTILITY VEHICLE,OFF ROAD",EA,2,30408.92,2018-08-02 16:16:35.000002,\nSales Order #: 2107260168\nRTD Screening Code: DOD
SYSTEM,TN,TN 24TH JUDICIAL DISTRICT DTF,"TRACTORS, WHEELED",EA,1,21485,2018-07-11 16:36:04.999997,Requested DTID is no longer in the inventory.
SYSTEM,TN,TN 24TH JUDICIAL DISTRICT DTF,"TRACTORS, WHEELED",EA,1,15000,2018-08-14 16:19:26.999999,Requested DTID is no longer in the inventory.
SYSTEM,TN,TOWNSEND POLICE DEPARTMENT,"SIGHT,REFLEX",EA,3,400,2018-09-07 14:52:42.000004,Requested DTID is no longer in the inventory.
SYSTEM,TN,TOWNSEND POLICE DEPARTMENT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-09-18 08:56:53.999998,\nSales Order #: 2111053179\nRTD Screening Code: DOD
SYSTEM,TN,TOWNSEND POLICE DEPARTMENT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-09-18 08:56:53.999998,
SYSTEM,TN,TOWNSEND POLICE DEPARTMENT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-09-18 08:56:53.999998,\nSales Order #: 2111053173\nRTD Screening Code: DOD
SYSTEM,TN,TOWNSEND POLICE DEPARTMENT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-09-18 08:56:53.999998,
SYSTEM,TN,TRENTON POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:05:51.999997,Requested DTID is no longer in the inventory.
SYSTEM,TN,TRENTON POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:05:51.999997,Requested DTID is no longer in the inventory.
SYSTEM,TN,TRENTON POLICE DEPT,PICKUP,EA,1,23194.6,2018-08-06 16:05:51.999997,Requested DTID is no longer in the inventory.
